TS;Test;Model;Target Band;Target Freq;Target mW;Target dBm;Info;mW;dBm;dif_mW;dif_dBm
1623850452000000000;20210616_1623849663;EACHINE_TX805;A;5865;800,0;29,03;Teststand, bench band-A pwr-all;395,54;25,97;-404,46;-3,06
1623850452000000000;20210616_1623849663;EACHINE_TX805;A;5865;800,0;29,03;Teststand, bench band-A pwr-all;395,15;25,97;-404,85;-3,06
1623850452000000000;20210616_1623849663;EACHINE_TX805;A;5865;800,0;29,03;Teststand, bench band-A pwr-all;395,41;25,97;-404,59;-3,06
1623850453000000000;20210616_1623849663;EACHINE_TX805;A;5865;800,0;29,03;Teststand, bench band-A pwr-all;394,91;25,96;-405,09;-3,07
1623850453000000000;20210616_1623849663;EACHINE_TX805;A;5865;800,0;29,03;Teststand, bench band-A pwr-all;395,31;25,97;-404,69;-3,06
1623850454000000000;20210616_1623849663;EACHINE_TX805;A;5865;800,0;29,03;Teststand, bench band-A pwr-all;395,41;25,97;-404,59;-3,06
1623850454000000000;20210616_1623849663;EACHINE_TX805;A;5865;800,0;29,03;Teststand, bench band-A pwr-all;394,94;25,97;-405,06;-3,07
1623850454000000000;20210616_1623849663;EACHINE_TX805;A;5865;800,0;29,03;Teststand, bench band-A pwr-all;395,33;25,97;-404,67;-3,06
1623850455000000000;20210616_1623849663;EACHINE_TX805;A;5865;800,0;29,03;Teststand, bench band-A pwr-all;395,31;25,97;-404,69;-3,06
1623850455000000000;20210616_1623849663;EACHINE_TX805;A;5865;800,0;29,03;Teststand, bench band-A pwr-all;395,23;25,97;-404,77;-3,06
1623850456000000000;20210616_1623849663;EACHINE_TX805;A;5865;800,0;29,03;Teststand, bench band-A pwr-all;395,46;25,97;-404,54;-3,06
1623850462000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,31;25,99;-402,69;-3,04
1623850462000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,04;25,98;-403,96;-3,05
1623850463000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,84;26,0;-402,16;-3,03
1623850463000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;398,05;26,0;-401,95;-3,03
1623850463000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;398,03;26,0;-401,97;-3,03
1623850464000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,05;25,99;-402,95;-3,04
1623850464000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,44;25,99;-402,56;-3,04
1623850465000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,39;25,99;-402,61;-3,04
1623850465000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,39;25,99;-402,61;-3,04
1623850465000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,71;26,0;-402,29;-3,04
1623850466000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,29;25,99;-402,71;-3,04
1623850466000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,39;25,99;-402,61;-3,04
1623850467000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,42;25,99;-402,58;-3,04
1623850467000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,44;25,99;-402,56;-3,04
1623850467000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,44;25,99;-402,56;-3,04
1623850468000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,15;25,99;-402,85;-3,04
1623850468000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,42;25,99;-402,58;-3,04
1623850468000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,39;25,99;-402,61;-3,04
1623850469000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,37;25,99;-402,63;-3,04
1623850469000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,39;25,99;-402,61;-3,04
1623850470000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,47;25,98;-403,53;-3,05
1623850470000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,34;25,99;-402,66;-3,04
1623850470000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,62;25,98;-403,38;-3,05
1623850471000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,02;25,99;-402,98;-3,04
1623850471000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,1;25,99;-402,9;-3,04
1623850472000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,29;25,99;-402,71;-3,04
1623850472000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,29;25,99;-402,71;-3,04
1623850472000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,6;25,98;-403,4;-3,05
1623850473000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,71;26,0;-402,29;-3,04
1623850473000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,6;25,98;-403,4;-3,05
1623850474000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,0;25,99;-403,0;-3,04
1623850474000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,1;25,99;-402,9;-3,04
1623850474000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,97;25,99;-403,03;-3,04
1623850475000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,62;25,98;-403,38;-3,05
1623850475000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,86;25,99;-403,14;-3,04
1623850476000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,76;25,99;-403,24;-3,05
1623850476000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,37;25,99;-402,63;-3,04
1623850476000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,62;25,98;-403,38;-3,05
1623850477000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,5;25,99;-402,5;-3,04
1623850477000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,92;25,99;-403,08;-3,04
1623850478000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,86;25,99;-403,14;-3,04
1623850478000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,41;25,98;-403,59;-3,05
1623850478000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,78;25,99;-403,22;-3,05
1623850479000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,76;25,99;-403,24;-3,05
1623850479000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,94;25,99;-403,06;-3,04
1623850479000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,25;25,98;-403,75;-3,05
1623850480000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,47;25,98;-403,53;-3,05
1623850480000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;397,02;25,99;-402,98;-3,04
1623850481000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,28;25,98;-403,72;-3,05
1623850481000000000;20210616_1623849663;EACHINE_TX805;A;5845;800,0;29,03;Teststand, bench band-A pwr-all;396,47;25,98;-403,53;-3,05
1623850486000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,41;25,5;-445,59;-3,54
1623850486000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;356,02;25,51;-443,98;-3,52
1623850487000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;356,26;25,52;-443,74;-3,51
1623850487000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;355,07;25,5;-444,93;-3,53
1623850488000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;355,36;25,51;-444,64;-3,52
1623850488000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;355,29;25,51;-444,71;-3,53
1623850488000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,69;25,5;-445,31;-3,53
1623850489000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;355,67;25,51;-444,33;-3,52
1623850489000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;355,55;25,51;-444,45;-3,52
1623850490000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;355,29;25,51;-444,71;-3,53
1623850490000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;355,4;25,51;-444,6;-3,52
1623850490000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,88;25,5;-445,12;-3,53
1623850491000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;355,36;25,51;-444,64;-3,52
1623850491000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;355,24;25,51;-444,76;-3,53
1623850492000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,51;25,5;-445,49;-3,53
1623850492000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,77;25,5;-445,23;-3,53
1623850492000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,93;25,5;-445,07;-3,53
1623850493000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,98;25,5;-445,02;-3,53
1623850493000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,84;25,5;-445,16;-3,53
1623850494000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,01;25,49;-445,99;-3,54
1623850494000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,85;25,49;-446,15;-3,54
1623850494000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,51;25,5;-445,49;-3,53
1623850495000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,13;25,49;-445,87;-3,54
1623850495000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,22;25,49;-445,78;-3,54
1623850496000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,79;25,5;-445,21;-3,53
1623850496000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,01;25,49;-445,99;-3,54
1623850496000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,22;25,49;-445,78;-3,54
1623850497000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,22;25,49;-445,78;-3,54
1623850497000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,34;25,49;-445,66;-3,54
1623850497000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,69;25,5;-445,31;-3,53
1623850498000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,01;25,49;-445,99;-3,54
1623850498000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,29;25,49;-445,71;-3,54
1623850499000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,32;25,49;-445,68;-3,54
1623850499000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,03;25,49;-445,97;-3,54
1623850499000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,94;25,49;-446,06;-3,54
1623850500000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,08;25,49;-445,92;-3,54
1623850500000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,61;25,49;-446,39;-3,55
1623850501000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,8;25,49;-446,2;-3,54
1623850501000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,52;25,48;-446,48;-3,55
1623850501000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,7;25,49;-446,3;-3,54
1623850502000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,92;25,49;-446,08;-3,54
1623850502000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;354,34;25,49;-445,66;-3,54
1623850503000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,8;25,49;-446,2;-3,54
1623850503000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,66;25,49;-446,34;-3,55
1623850503000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,56;25,48;-446,44;-3,55
1623850504000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,42;25,48;-446,58;-3,55
1623850504000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,68;25,49;-446,32;-3,54
1623850505000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,96;25,49;-446,04;-3,54
1623850505000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,87;25,49;-446,13;-3,54
1623850505000000000;20210616_1623849663;EACHINE_TX805;A;5825;800,0;29,03;Teststand, bench band-A pwr-all;353,73;25,49;-446,27;-3,54
1623850510000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,43;25,47;-447,57;-3,56
1623850511000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,76;25,47;-447,24;-3,56
1623850511000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,5;25,47;-447,5;-3,56
1623850512000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,32;25,47;-447,68;-3,56
1623850512000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,39;25,47;-447,61;-3,56
1623850512000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,34;25,47;-447,66;-3,56
1623850513000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;353,09;25,48;-446,91;-3,55
1623850513000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,79;25,48;-447,21;-3,56
1623850514000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,74;25,47;-447,26;-3,56
1623850514000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,67;25,47;-447,33;-3,56
1623850514000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,83;25,48;-447,17;-3,56
1623850515000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,74;25,47;-447,26;-3,56
1623850515000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,67;25,47;-447,33;-3,56
1623850516000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,55;25,47;-447,45;-3,56
1623850516000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,72;25,47;-447,28;-3,56
1623850516000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,39;25,47;-447,61;-3,56
1623850517000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,27;25,47;-447,73;-3,56
1623850517000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,48;25,47;-447,52;-3,56
1623850518000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;351,94;25,46;-448,06;-3,57
1623850518000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,79;25,48;-447,21;-3,56
1623850518000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,43;25,47;-447,57;-3,56
1623850519000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,6;25,47;-447,4;-3,56
1623850519000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,9;25,48;-447,1;-3,55
1623850520000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,55;25,47;-447,45;-3,56
1623850520000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,06;25,47;-447,94;-3,56
1623850520000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,25;25,47;-447,75;-3,56
1623850521000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,79;25,48;-447,21;-3,56
1623850521000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,74;25,47;-447,26;-3,56
1623850522000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;351,99;25,47;-448,01;-3,57
1623850522000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,2;25,47;-447,8;-3,56
1623850522000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,32;25,47;-447,68;-3,56
1623850523000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;351,1;25,45;-448,9;-3,58
1623850523000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,53;25,47;-447,47;-3,56
1623850524000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;351,96;25,46;-448,04;-3,57
1623850524000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;351,71;25,46;-448,29;-3,57
1623850524000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;351,85;25,46;-448,15;-3,57
1623850525000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,06;25,47;-447,94;-3,56
1623850525000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,15;25,47;-447,85;-3,56
1623850526000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,34;25,47;-447,66;-3,56
1623850526000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;351,89;25,46;-448,11;-3,57
1623850526000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,01;25,47;-447,99;-3,57
1623850527000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,62;25,47;-447,38;-3,56
1623850527000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,34;25,47;-447,66;-3,56
1623850527000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;351,99;25,47;-448,01;-3,57
1623850528000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;351,68;25,46;-448,32;-3,57
1623850528000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;351,73;25,46;-448,27;-3,57
1623850529000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,08;25,47;-447,92;-3,56
1623850529000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;351,78;25,46;-448,22;-3,57
1623850529000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,5;25,47;-447,5;-3,56
1623850530000000000;20210616_1623849663;EACHINE_TX805;A;5805;800,0;29,03;Teststand, bench band-A pwr-all;352,15;25,47;-447,85;-3,56
1623850535000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,6;25,47;-447,4;-3,56
1623850536000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;353,54;25,48;-446,46;-3,55
1623850536000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,83;25,48;-447,17;-3,56
1623850536000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,72;25,47;-447,28;-3,56
1623850537000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,11;25,47;-447,89;-3,56
1623850537000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,81;25,48;-447,19;-3,56
1623850538000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,08;25,47;-447,92;-3,56
1623850538000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,95;25,48;-447,05;-3,55
1623850538000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,5;25,47;-447,5;-3,56
1623850539000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;353,07;25,48;-446,93;-3,55
1623850539000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,53;25,47;-447,47;-3,56
1623850540000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,15;25,47;-447,85;-3,56
1623850540000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,5;25,47;-447,5;-3,56
1623850540000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,48;25,47;-447,52;-3,56
1623850541000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,62;25,47;-447,38;-3,56
1623850541000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,29;25,47;-447,71;-3,56
1623850542000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,13;25,47;-447,87;-3,56
1623850542000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,39;25,47;-447,61;-3,56
1623850542000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,08;25,47;-447,92;-3,56
1623850543000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,11;25,47;-447,89;-3,56
1623850543000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,11;25,47;-447,89;-3,56
1623850544000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,69;25,47;-447,31;-3,56
1623850544000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,15;25,47;-447,85;-3,56
1623850544000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;351,92;25,46;-448,08;-3,57
1623850545000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,25;25,47;-447,75;-3,56
1623850545000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,76;25,47;-447,24;-3,56
1623850546000000000;20210616_1623849663;EACHINE_TX805;A;5785;800,0;29,03;Teststand, bench band-A pwr-all;352,97;25,48;-447,03;-3,55
